demand_el
232.0
223.25
221.25
226.0
229.25
238.75
282.25
329.75
353.5
345.75
339.5
330.25
313.75
308.0
307.25
318.25
328.75
347.75
351.75
338.5
323.5
310.0
279.5
250.25
232.0
223.25
221.25
226.0
230.0
238.75
282.5
330.0
353.75
345.75
339.75
330.5
313.75
308.0
307.25
318.5
328.75
348.0
351.75
338.75
323.75
310.0
279.5
250.75
232.0
223.5
221.25
226.0
230.0
238.75
282.5
330.25
353.75
345.75
339.75
330.5
313.75
308.0
307.25
318.5
328.75
348.0
351.75
338.75
323.75
310.5
279.75
250.75
232.25
223.5
221.25
226.25
230.0
238.75
282.5
330.25
353.75
345.75
339.75
330.75
313.75
308.0
307.5
318.5
328.75
348.0
351.75
339.0
324.0
310.5
279.75
251.0
213.25
205.0
199.25
200.25
200.5
199.25
204.75
225.0
244.5
255.25
258.75
256.5
248.25
233.5
224.5
226.75
235.75
259.5
267.25
259.0
244.75
237.25
221.5
203.0
187.5
178.75
175.75
174.75
172.75
170.25
168.75
177.25
192.25
205.75
210.5
215.75
218.25
210.0
204.75
207.25
213.75
237.0
248.5
246.5
238.0
234.5
224.25
203.75
232.5
223.5
221.25
226.25
230.0
239.0
282.75
330.25
353.75
346.25
340.25
330.75
313.75
308.25
307.75
318.5
329.0
348.0
352.25
339.25
324.0
311.0
279.75
251.0
232.5
223.5
221.25
226.25
230.0
239.0
282.75
330.25
353.75
346.25
340.25
330.75
314.25
308.5
307.75
318.5
329.0
348.25
352.25
339.25
324.0
311.0
279.75
251.0
232.5
223.5
221.25
226.25
230.0
239.0
282.75
330.25
354.0
346.25
340.5
331.0
314.5
308.5
307.75
318.5
329.25
348.25
352.25
339.25
324.0
311.0
280.25
251.0
232.75
223.5
221.5
226.25
230.0
239.25
282.75
330.25
354.0
346.5
340.5
331.0
314.5
308.5
307.75
318.75
329.25
348.5
352.25
339.25
324.25
311.0
280.25
251.0
232.75
223.5
221.5
226.25
230.0
239.25
282.75
330.25
354.0
346.5
340.5
331.25
314.5
308.5
307.75
318.75
329.5
348.75
352.75
339.5
324.25
311.0
280.25
251.0
213.25
205.5
199.25
200.5
201.0
199.5
205.0
225.0
244.75
255.5
259.0
256.75
248.5
233.75
224.75
226.75
236.0
259.5
267.75
259.5
245.25
237.75
221.75
203.25
187.5
179.25
176.25
174.75
173.5
170.5
168.75
177.25
192.75
205.75
210.75
216.0
218.25
210.25
205.25
207.25
214.0
237.0
248.75
247.0
238.25
234.5
224.5
203.75
232.75
223.5
221.5
226.5
230.0
239.25
283.0
330.25
354.25
346.75
340.5
331.25
314.75
308.5
307.75
319.25
329.5
348.75
352.75
339.5
324.5
311.0
280.25
251.25
233.0
223.5
221.75
226.5
230.0
239.25
283.0
330.25
354.5
346.75
340.5
331.25
314.75
308.5
307.75
319.25
329.5
348.75
352.75
339.5
324.5
311.0
280.25
251.25
233.0
223.5
222.0
226.5
230.0
239.25
283.0
330.25
354.5
346.75
340.5
331.25
314.75
308.75
307.75
319.25
329.5
348.75
352.75
339.5
324.5
311.0
280.5
251.25
233.0
223.5
222.0
226.5
230.0
239.25
283.0
330.5
354.5
346.75
340.5
331.25
314.75
309.0
307.75
319.25
329.5
348.75
352.75
339.5
324.5
311.0
280.5
251.25
233.0
223.5
222.0
226.5
230.0
239.25
283.0
330.75
354.5
346.75
340.5
331.25
314.75
309.0
307.75
319.25
329.5
348.75
352.75
339.5
324.5
311.0
280.5
251.25
213.25
205.75
199.5
200.5
201.0
199.5
205.25
225.25
244.75
255.75
259.0
257.5
248.5
233.75
224.75
226.75
236.25
259.5
268.0
259.5
245.75
237.75
222.0
203.25
187.5
179.25
176.25
174.75
173.75
170.5
168.75
177.25
192.75
205.75
210.75
216.5
218.25
210.25
205.25
207.25
214.0
237.0
248.75
247.0
238.5
234.75
224.5
203.75
233.0
223.5
222.0
226.5
230.0
239.25
283.0
330.75
354.5
346.75
340.5
331.25
314.75
309.0
308.0
319.25
329.5
348.75
352.75
339.5
324.5
311.0
280.5
251.25
233.0
223.5
222.0
226.5
230.0
239.25
283.0
330.75
354.5
346.75
340.5
331.25
314.75
309.0
308.0
319.25
329.5
348.75
352.75
339.5
324.5
311.0
280.5
251.25
233.0
223.5
222.0
226.5
230.0
239.25
283.0
330.75
354.5
346.75
340.5
331.25
314.75
309.0
307.75
319.25
329.5
348.75
352.75
339.5
324.5
311.0
280.5
251.25
233.0
223.5
222.0
226.5
230.0
239.25
283.0
330.75
354.5
346.75
340.5
331.25
314.75
309.0
307.75
319.25
329.5
348.75
352.75
339.5
324.5
311.0
280.5
251.25
233.0
223.5
222.0
226.5
230.0
239.25
283.0
330.5
354.5
346.75
340.5
331.25
314.75
309.0
307.75
319.25
329.5
348.75
352.75
339.5
324.5
311.0
280.5
251.25
213.25
205.75
199.5
200.5
201.0
199.5
205.25
225.25
244.75
255.75
259.0
257.25
248.5
233.75
224.75
226.75
236.25
259.5
268.0
259.5
245.5
237.75
222.0
203.25
187.5
179.25
176.25
174.75
173.5
170.5
168.75
177.25
192.75
205.75
210.75
216.0
218.25
210.25
205.25
207.25
214.0
237.0
248.75
247.0
238.5
234.75
224.5
203.75
232.75
223.5
221.5
226.5
230.0
239.25
283.0
330.25
354.25
346.75
340.5
331.25
314.75
308.5
307.75
319.25
329.5
348.75
352.75
339.5
324.5
311.0
280.25
251.25
232.75
223.5
