wind,pv
0.16278197107619452,0.0
0.145870423850856,0.0
0.10801256941798645,0.0
0.09386736857291494,0.0
0.06095904016046431,0.0
0.042668975352809266,0.0
0.03626356784366144,0.0
0.03448095050969917,0.0
0.04382347655494539,0.0
0.057883625258764296,0.06883404889852256
0.06847036822920662,0.17786115642041936
0.08433900964998513,0.13030966940583757
0.10570505247188873,0.029581509697737554
0.13320383401027444,0.028139348825637296
0.19678282442152134,0.015891910519901024
0.20807705696264375,0.002895594069743798
0.20706665861361903,0.0
0.520555137901423,0.0
0.4418114882362279,0.0
0.5003124477776801,0.0
0.5352287252334427,0.0
0.34938390550502785,0.0
0.26106291147666777,0.0
0.2867038446534649,0.0
0.14796406036902027,0.0
0.5724998944245894,0.0
0.8879011045981813,0.0
0.7911779406444566,0.0
0.7561247386558855,0.0
0.9542541642829213,0.0
0.9289739369837018,0.0
0.8856719524875023,0.0
0.8232749102771931,0.0
0.5904117818960424,0.008954241509590177
0.5613682055741932,0.04147321199696061
0.44715409786926613,0.05911094728880262
0.26045585616740957,0.06406466392626677
0.031055613353599347,0.026556107143018013
0.016629290158018457,0.009529373348922334
0.008022021233604551,0.0019972052785927085
0.006576908629076224,0.0
0.011420574433328638,0.0
0.007508401734908957,0.0
0.005421434204704893,0.0
0.09235437002904787,0.0
0.36993816209274377,0.0
0.631866468150245,0.0
0.5178455494300249,0.0
0.7049219987687844,0.0
0.7519339625249327,0.0
0.6766031178698957,0.0
0.5998729813241909,0.0
0.7441691486174264,0.0
0.8120341455648071,0.0
0.754642056774111,0.0
0.6672861648481628,0.0
0.5817406211596559,0.0
0.6023946894464459,0.023890490847597378
0.6949629260225106,0.00957819578673293
0.6950654251665215,0.009712117160238612
0.872781663237949,0.01027030804261641
0.8648914130956834,0.010570923017285476
0.7036877472968315,0.030670976727795056
0.5242994997876871,0.023284990450276283
0.6551494865573958,0.0
0.8919911970848471,0.0
0.8682657821685735,0.0
0.8693330608357349,0.0
0.7707567967520721,0.0
0.75150737579062,0.0
0.7359097762312943,0.0
0.604047753506536,0.0
0.4256459582691865,0.0
0.36203189878037156,0.0
0.43564361628401954,0.0
0.6642872607065886,0.0
0.8283227979342687,0.0
0.8880843334925368,0.0
0.8739246410440886,0.0
0.8233775166224886,0.0
0.760699125063149,0.0
0.7273041832587911,0.020885621700482845
0.6835145790140924,0.07787805349202725
0.553599448129133,0.09674040550258818
0.42436035906620523,0.12070765227112473
0.35807218415805403,0.19683186582548934
0.28598734304419493,0.16542446305659017
0.2480655492187251,0.038029052851610026
0.22808179429714515,0.0
0.20886783703773934,0.0
0.1855241821706666,0.0
0.15624296460866807,0.0
0.1393053991914242,0.0
0.11730325577663839,0.0
0.09098636632159247,0.0
0.07443794318130419,0.0
0.06583710734861101,0.0
0.04776486857452725,0.0
0.03368926633070378,0.0
0.02247289018064647,0.0
0.01433989456573966,0.0
0.008639062937791119,0.0
0.005091955476954248,0.0
0.0011986881079068242,0.0
0.0,0.0
0.0,0.21705880471156036
0.0,0.47458110419378774
0.0,0.6321561604601537
0.008302352104209884,0.6853442482592391
0.04613739616508357,0.6417742258625945
0.08058684495478365,0.49051090009227166
0.05747554820412481,0.24156080334436741
0.058868392001588145,0.0
0.07546460166068703,0.0
0.10146335317862112,0.0
0.1414429176466148,0.0
0.18015978159676244,0.0
0.20264538915267782,0.0
0.252728457806156,0.0
0.26564493222654467,0.0
0.2899968452880677,0.0
0.263694634323606,0.0
0.18741791064668278,0.0
0.09475870132929184,0.0
0.029553162227357793,0.0
0.0019634834450728894,0.0
0.0,0.0
0.006667529028188821,0.0
0.12581521269455576,0.0
0.4751718128280411,0.030880249293314944
0.7989678130639856,0.09102291817975221
0.9313662601568752,0.1200855917915479
0.9851102523582075,0.1416410857278236
0.9661638301033912,0.1641820630586737
0.8907656097770116,0.09283608760132028
0.794590137048478,0.06994075765980547
0.6197194452245463,0.0
