wind,pv
0.5555587300710275,0.0
0.5711535645176156,0.0
0.5546339734712507,0.0
0.5019634408389494,0.0
0.42959847097384124,0.0
0.3763429418552557,0.0
0.31119706720909124,0.0
0.26723221257356766,0.0
0.21930895848179965,0.0
0.19645817982667502,0.08247203863186918
0.19039853286870273,0.2309716121259617
0.19082680186346088,0.3292282591159855
0.15783574232478545,0.37180964084508755
0.09856947902540215,0.3522228132011983
0.060679085144881934,0.22525810979074326
0.055344325710721634,0.08010906657729977
0.06294630356317726,0.0
0.03984954695148523,0.0
0.026665921281825964,0.0
0.01779283401523309,0.0
0.009327118305952677,0.0
0.001913126954687835,0.0
0.0,0.0
0.0,0.0
0.00041274424748478217,0.0
0.0015776841322256252,0.0
0.005892129917557198,0.0
0.018822411266229484,0.0
0.03233763034326683,0.0
0.05393860544247211,0.0
0.08511296488198641,0.0
0.12513430942349504,0.0
0.175595669976544,0.0
0.24956708959176435,0.05491705149197988
0.36503288958357444,0.1260829715575809
0.46527948115162754,0.17392915039212414
0.566080053034246,0.19109251475335645
0.5913588093637105,0.15852943084919832
0.6378978340698804,0.09936255438347029
0.45317552813864953,0.0384158682985083
0.3638531610451224,0.0
0.4477911996489079,0.0
0.43138088244551226,0.0
0.309801482679922,0.0
0.2607410062195592,0.0
0.2665742333876062,0.0
0.2071349979188055,0.0
0.12873234933492547,0.0
0.0982058458099561,0.0
0.09557229432407237,0.0
0.08959651123164446,0.0
0.06329266089262332,0.0
0.0320162241324177,0.0
0.013451712930353547,0.0
0.016911528848401285,0.0
0.04163636455507322,0.0
0.056083242415216686,0.0
0.06260398463219047,0.05124929916494207
0.05950122393175341,0.17168316555830987
0.0496592529267007,0.35658420396479934
0.04679945258854151,0.41258820403420554
0.035613154686273074,0.3772635836487162
0.014728490603732157,0.2649118235721215
0.008115000121194815,0.09654548412558348
0.006164711077282327,0.0
0.002223908891791385,0.0
0.00038767095186547284,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
6.990838243253743e-05,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.12308939141751217
0.0,0.3232209308792322
0.0001730451340738918,0.4682499746554611
0.0006040211566324193,0.5185965435022558
0.002038501262271112,0.493004086198956
0.005617408036445531,0.36056792105482144
0.007576485494642178,0.15154485574183527
0.008979829583793562,0.0
0.011939558263728108,0.0
0.019776693625614867,0.0
0.028664143680985764,0.0
0.03578326612888327,0.0
0.052206896641123615,0.0
0.055660239740325454,0.0
0.062350155546629184,0.0
0.06923057414599883,0.0
0.0822275523368348,0.0
0.07850306573589638,0.0
0.07724812738816228,0.0
0.0784366845453491,0.0
0.07659243501131414,0.0
0.07194066994948405,0.0
0.062237538397663925,0.0
0.055446558772840666,0.0
0.05668177436499536,0.09379165439043105
0.05570665079635049,0.26696923250128773
0.04517923296953061,0.406511308086457
0.03450559631021903,0.4527717818274657
0.027123601811474336,0.39673590949081555
0.01893306245104208,0.2768572739299053
0.011459672233237876,0.10989310024050535
0.007918574334165542,0.0
0.005296422464148774,0.0
0.0032537341894787663,0.0
0.0024857872434519597,0.0
0.002314494384848583,0.0
0.001763065987816648,0.0
0.0005664328530369315,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0002571935009332777,0.0
0.001343581124270011,0.0
0.0019580567060843088,0.0
0.0016617051611749923,0.0
0.001473470729674171,0.0
0.0019025173828689,0.0
0.0024884229035775462,0.13185245179927946
0.003089920481786488,0.33413668065086743
0.0031244959908339775,0.47310031010639736
0.0033498506778869806,0.5233484808110398
0.0035874168843386253,0.4819867241145783
0.0031373288212206297,0.3468032105664434
0.003575199800754329,0.12827972526997036
0.004774649170819625,0.0
0.004246442833849935,0.0
0.0016834843739535128,0.0
0.00018522538667502936,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.00012175548288438099,0.0
0.0010885355447950065,0.0
0.0024738529919151476,0.0
0.004407077540169205,0.0
0.005830164325780333,0.062275927576787765
0.00771970479732374,0.19406122366680104
0.010368982874368033,0.3020288486309016
0.008831177587638963,0.3427960673932659
0.005807252102153569,0.31412646451745924
0.003136263490761173,0.21954969386130213
0.0016986832561746105,0.08942413530041227
0.0003142926747820139,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.00012220519405451116,0.0
0.005664866369184353,0.0
0.028731192347764813,0.0
0.051335645004475156,0.0
0.06851453118044397,0.0
0.07144242463717178,0.0
0.07642162335326032,0.0
0.0992587178421445,0.0
0.11261463062666872,0.0
0.1252322922712025,0.0
0.12531175609098508,0.0
0.1237025716254469,0.0
0.13314106892441058,0.0
0.13463557879793628,0.110451724726844
0.1640998947041005,0.3067808773056016
0.22433189167790044,0.45844245972845316
0.2649284917907158,0.5354905432634359
0.2841122147040822,0.5135420392685568
0.29348337426939186,0.38923258194417987
0.3105465780637379,0.18530062160096902
0.3324687899209048,0.0
0.3522867889531879,0.0
0.39778426236752534,0.0
0.45134743447513975,0.0
0.5072240083922307,0.0
0.508235806668509,0.0
0.5730339476907006,0.0
0.5993076656382387,0.0
0.6502361372246391,0.0
0.678678191126519,0.0
0.6777142778691693,0.0
0.656679978499052,0.0
0.714147682961557,0.0
0.8592272262944881,0.0
0.9313236021801349,0.0
0.9391561934695493,0.0
0.9880552374863134,0.0
1.0,0.04672031746372722
1.0,0.09615460504843301
1.0,0.14156610859179047
1.0,0.16067174747098031
1.0,0.15379184052154818
1.0,0.10655956041374198
1.0,0.04423907485704991
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
0.9967896040903318,0.0
0.9545843155731593,0.0
0.899163309213242,0.0
0.8259745198269433,0.0
0.7362661747307089,0.0
0.637149511921298,0.0
0.5703968441951948,0.0
0.5683247093071777,0.026942818643229186
0.6348461812455689,0.07144114199207031
0.6792557513121297,0.10398216747066773
0.6558806322650603,0.10727413081263346
0.6662612731354104,0.12299973185906109
0.6438208152658274,0.09098179907956284
0.5741093993444604,0.040604481423678056
0.48784587212790576,0.0
0.4209186510811642,0.0
0.37955285352301443,0.0
0.34811437412752605,0.0
0.3167261795662531,0.0
0.2906771168308001,0.0
