param,1
region_name,Westerkappeln
pv_field_MW,15.6
pv_roof_MW,27.2
pv_MW,42.8
wind_MW,0
biogas_GWh,46.3
annual_demand_GWh_orig,44.019
annual_demand_GWh,32.897
