timestep,hh_1,hh_2,hh_3
340,55.654,326.05,80.294
341,53.481,345.18,80.294
342,219.36,356.25,430.13
343,276.1,421.04,1330.2
344,52.539,710.17,70.565
345,56.513,294.19,340.04
346,48.532,263.02,1300.2
347,45.819,265.12,1350.1
348,56.748,262.11,80.294
349,47.59,344.08,90.675
350,55.654,345.14,220.02
351,48.934,312.15,410.09
352,52.545,342.03,510.17
353,208.39,474.11,720.17
354,483.14,1352,1450.2
355,1037.1,1094.1,1280.2
356,1126.1,1539.1,610.11
357,1705.1,1113.1,1240.1
358,1151.2,1246.1,790.11
359,435.11,1203.1,650.17
360,55.654,1183.1,409.95
361,55.654,927.16,360.27
362,69.469,319.19,130.05
363,62.479,314.11,130.22
364,52.403,309.11,100.15
365,52.403,301.15,110.11
366,47.642,297.06,80.039
367,207.24,334.21,90.28
368,53.481,361.2,170.44
369,90.364,496.07,1470.1
370,219.22,1004.1,610.2
371,41.968,3941.1,870.15
372,53.481,1776.2,1500.1
373,54.576,594.11,460.12
374,46.574,541.09,480.19
375,55.654,652.03,499.9
376,53.481,1070.1,570.12
377,421.18,839.05,600.16
378,411.21,864.08,680.15
379,53.481,872.08,519.89
380,55.654,1978.1,590.14
381,47.59,1377.1,610.17
382,50.567,972.08,600.16
383,113.73,486.2,510.04
384,335.13,342.23,959.88
385,438.06,277.13,530.17
386,316.39,437.02,360.15
387,55.654,349.18,180.14
388,48.532,236.15,100.01
389,50.567,240.16,90.024
390,55.654,260.05,90.28
391,45.763,286.07,100.38
392,46.667,309.16,140.23
393,261.31,299,180.41
394,594.09,503.05,430.23
395,1006.1,520.2,1400.2
396,704.15,524.01,580.01
397,583.28,478.94,880.17
398,49.488,503.02,790.07
399,43.738,605.18,460.12
400,224.09,865.13,1100
401,308.2,559.14,1210.3
402,528.08,659.09,720.01
403,465.01,722.21,459.91
404,405.95,717.2,1540.1
405,421.87,729.18,1780.2
406,934.14,739.06,1940.1
407,428.19,949.14,2210.1
408,54.56,1090.2,1090.2
409,44.916,1001.1,429.86
410,79.344,838.13,380.01
411,54.436,393.05,210.03
412,54.575,273.03,80.294
413,53.481,1195.1,90.28
414,53.481,671.03,420.59
415,140.39,354.09,880.19
416,219.22,688.14,100.15
417,46.574,236.05,110.13
418,50.557,236.11,100.01
419,54.56,234.03,580.14
420,54.576,225.1,459.91
421,53.481,237.12,480.05
422,63.583,234.07,460.1
423,92.287,226.04,399.85
424,53.589,265.1,700.14
425,54.56,305.32,550.16
426,55.654,413.1,640.14
427,51.259,780.16,690.16
428,54.56,641.12,990.14
429,52.539,276.03,1530.1
430,252.55,273.2,670.14
